,Unnamed: 0.1,Unnamed: 0,Customer City,Customer Id,Customer Street,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Payment Method,First Name,Last Name,pincode
4789,82401,82405,San Antonio,12807,112 Green Fawn Estates,5.0,4.0,Late delivery,1.0,DEBIT,Farrah,Dawson,78223
4790,82412,82416,Columbus,13581,2517 Shady Branch Avenue,4.0,4.0,Shipping on time,0.0,DEBIT,Jaquelyn,Matthews,43230
4791,82413,82417,Philadelphia,13635,3668 Golden Rise Round,3.0,4.0,Advance shipping,0.0,DEBIT,Regina,Savage,19120
4792,82418,82422,Enfield,13689,9334 Grand Fox Parkway,2.0,4.0,Advance shipping,0.0,DEBIT,Mari,Blankenship,6082
4793,82420,82424,Antioch,14761,466 Stony Arbor,4.0,4.0,Shipping on time,0.0,DEBIT,Stacey,Huffman,94509
4794,82426,82430,Troy,14031,681 Tawny Range,4.0,4.0,Shipping on time,0.0,DEBIT,Tatyana,Hickman,48098
4795,82440,82444,Washington,14778,1605 Fallen Abbey,6.0,4.0,Late delivery,1.0,DEBIT,Chelsea,Spencer,20009
4796,82456,82460,San Diego,14012,2649 Bright Ledge,5.0,4.0,Late delivery,1.0,DEBIT,Courtney,French,92113
4797,82457,82461,Winnetka,13598,9792 Quaking Robin Grounds,6.0,4.0,Late delivery,1.0,DEBIT,Kyra,Porter,91306
4798,82458,82462,Kailua,14048,7868 Shady Log Island,6.0,4.0,Late delivery,1.0,DEBIT,Ainsley,Wiley,96734
4799,82459,82463,Pittsfield,13976,1942 Middle Bluff Crescent,4.0,4.0,Shipping on time,0.0,DEBIT,Kelsey,Sharp,1201
4800,82479,82483,Riverside,14705,1548 Lazy Circuit,3.0,4.0,Advance shipping,0.0,DEBIT,Winter,William,92504
4801,82486,82490,Bakersfield,14047,3176 Round Gate,5.0,4.0,Late delivery,1.0,DEBIT,Haviva,Vang,93306
4802,82494,82498,San Jose,980,7746 Hazy Prairie Drive,4.0,4.0,Shipping on time,0.0,DEBIT,James,Harper,95112
4803,82507,82512,Marietta,14704,4979 Pleasant Vista,2.0,4.0,Advance shipping,0.0,DEBIT,Olympia,Atkins,30067
4804,82514,82519,Florissant,12785,2108 Umber Centre ,3.0,4.0,Advance shipping,0.0,DEBIT,Yoko,Hunter,63031
4805,82522,82527,Las Vegas,13992,4746 Quaking Bear Valley,5.0,4.0,Late delivery,1.0,DEBIT,Nora,Wise,89117
4806,82523,82528,Columbia,13578,3251 Iron Horse Autoroute,6.0,4.0,Late delivery,1.0,DEBIT,Yuri,Cabrera,29223
4807,82526,82531,Dallas,14866,4948 Stony Close,4.0,4.0,Shipping on time,0.0,DEBIT,Jaden,Albert,75287
4808,82546,82551,Chicago,14739,8368 Wishing Mountain,2.0,4.0,Advance shipping,0.0,DEBIT,Jenette,Valencia,60615
4809,82552,82557,Wayne,13901,8495 Lazy Rabbit Diversion,4.0,4.0,Shipping on time,0.0,DEBIT,Tatum,Lynch,7470
4810,82557,82562,Hesperia,14829,8762 Shady Cloud Thicket,2.0,4.0,Advance shipping,0.0,DEBIT,Anika,Adkins,92345
4811,82568,82573,Los Angeles,13918,183 Crystal Lake Drive,6.0,4.0,Late delivery,1.0,DEBIT,Lesley,Francis,90037
4812,82574,82579,Bakersfield,14738,3043 Lost Cider Avenue,6.0,4.0,Late delivery,1.0,DEBIT,Lee,Dickerson,93306
4813,82578,82583,Dallas,12783,5945 Dusty Falls ,6.0,4.0,Late delivery,1.0,DEBIT,Jane,Keller,75287
4814,82579,82584,Katy,14026,8473 Lost Brook Bay,4.0,4.0,Shipping on time,0.0,DEBIT,Raya,Perkins,77450
4815,82580,82585,Chino,14702,9739 Round Spring Expressway,5.0,4.0,Late delivery,1.0,DEBIT,Ivory,Horn,91710
4816,82581,82586,Pompano Beach,14882,8158 Honey Impasse,5.0,4.0,Late delivery,1.0,DEBIT,Shay,Nixon,33068
4817,82582,82587,Irwin,14792,3040 Easy Port,5.0,4.0,Late delivery,1.0,DEBIT,Cassandra,Lynn,15642
4818,82598,82603,York,12746,1285 Green Valley ,4.0,4.0,Shipping on time,0.0,DEBIT,Minerva,Petty,17404
4819,82603,82608,Tampa,13899,8734 Lost Corner,2.0,4.0,Advance shipping,0.0,DEBIT,Ria,Klein,33624
4820,82606,82611,Katy,14791,1914 Cotton Fox Pointe,4.0,4.0,Shipping on time,0.0,DEBIT,Brenna,Salinas,77450
4821,82616,82621,Long Beach,13862,6496 Gentle Barn Lookout,5.0,4.0,Late delivery,1.0,DEBIT,Olga,Jennings,90813
4822,82617,82622,Perth Amboy,13754,5235 Umber Grounds,2.0,4.0,Advance shipping,0.0,DEBIT,Quynn,Dejesus,8861
4823,82619,82624,Long Beach,14898,8400 Sunny Quail Lookout,6.0,4.0,Late delivery,1.0,DEBIT,September,Hutchinson,90806
4824,82625,82630,Chicago,13916,4174 Pleasant Mountain Acres,4.0,4.0,Shipping on time,0.0,DEBIT,Lillian,Hickman,60619
4825,82627,82632,Milwaukee,14916,6214 Little Wharf,4.0,4.0,Shipping on time,0.0,DEBIT,Dorothy,Reynolds,53209
4826,82630,82635,Chicago,12781,5271 Quaking Deer Bend,4.0,4.0,Shipping on time,0.0,DEBIT,Raya,Craft,60638
4827,82631,82636,Fountain Valley,13970,3088 Cinder Ridge,3.0,4.0,Advance shipping,0.0,DEBIT,Felicia,Morse,92708
4828,82633,82638,Moline,14880,9772 Indian Island Moor,3.0,4.0,Advance shipping,0.0,DEBIT,Idona,Humphrey,61265
4829,82935,82940,Malden,4167,5016 Sunny Run,6.0,4.0,Late delivery,1.0,DEBIT,Mary,Roman,2148
4830,83134,83139,Jamaica,9525,603 Hazy Elk Avenue,5.0,4.0,Late delivery,1.0,DEBIT,Roger,Gray,11435
4831,83156,83161,Opa Locka,12578,814 Jagged Cape ,6.0,4.0,Late delivery,1.0,DEBIT,Leila,Solomon,33055
4832,83157,83162,Oak Lawn,12682,9768 Noble Horse Heights,5.0,4.0,Late delivery,1.0,DEBIT,Pandora,Carver,60453
4833,83158,83163,Fort Worth,12645,2857 Cozy Mews ,3.0,4.0,Advance shipping,0.0,DEBIT,Jade,Reilly,76133
4834,83159,83164,Brooklyn,12498,2659 Jagged Rabbit View,6.0,4.0,Late delivery,1.0,DEBIT,Felicia,Green,11223
4835,83160,83165,Brooklyn,12714,6391 Sleepy Gardens ,2.0,4.0,Advance shipping,0.0,DEBIT,Azalia,Boyle,11214
4836,83161,83166,Phoenix,12533,1463 Silver Mountain Gate,6.0,4.0,Late delivery,1.0,DEBIT,Lani,Galloway,85008
4837,83162,83167,Louisville,12621,9295 Emerald Downs ,4.0,4.0,Shipping on time,0.0,DEBIT,Venus,Blevins,40214
4838,83163,83168,Hayward,12619,4197 Lazy Diversion ,2.0,4.0,Advance shipping,0.0,DEBIT,Caryn,Salazar,94541
4839,83164,83169,San Antonio,12690,5950 Silver Elk Ledge,3.0,4.0,Advance shipping,0.0,DEBIT,Darryl,Gibson,78223
4840,83165,83170,Phoenix,12491,6512 Middle Parade ,4.0,4.0,Shipping on time,0.0,DEBIT,Bertha,Frye,85029
4841,83166,83171,Dayton,12581,8314 Burning Circuit ,4.0,4.0,Shipping on time,0.0,DEBIT,Rhonda,Nielsen,45424
4842,83167,83172,Oxnard,12561,9831 Sunny Cloud Valley,4.0,4.0,Shipping on time,0.0,DEBIT,Doris,Casey,93030
4843,83168,83173,Chicago,12705,4813 Red Wagon Farms,3.0,4.0,Advance shipping,0.0,DEBIT,Celeste,Fields,60609
4844,83169,83174,Jersey City,14997,454 Cotton Island,5.0,4.0,Late delivery,1.0,DEBIT,Naida,Foley,7307
4845,83170,83175,Brooklyn,15123,3914 Silver Horse Cape,6.0,4.0,Late delivery,1.0,DEBIT,Blair,Stanton,11226
4846,83171,83176,Lakewood,12830,1449 Red Cove ,3.0,4.0,Advance shipping,0.0,DEBIT,Imelda,Gentry,44107
4847,83172,83177,Buffalo,14959,7502 Foggy Lookout,2.0,4.0,Advance shipping,0.0,DEBIT,Reagan,Raymond,14221
4848,83173,83178,Las Cruces,14923,1396 Pleasant Barn Beach,6.0,4.0,Late delivery,1.0,DEBIT,Leilani,Bishop,88005
4849,83174,83179,Brooklyn,14975,4805 Lost Berry Forest,3.0,4.0,Advance shipping,0.0,DEBIT,Indigo,Cotton,11214
4850,83175,83180,Elyria,15137,2301 Tawny Autumn Walk,5.0,4.0,Late delivery,1.0,DEBIT,Stacy,Mercer,44035
4851,83176,83181,Davis,15046,3216 Rocky Centre,4.0,4.0,Shipping on time,0.0,DEBIT,Jaquelyn,Taylor,95616
4852,83177,83182,Chicago,12934,3829 Gentle Beacon Meadow,2.0,4.0,Advance shipping,0.0,DEBIT,Hyacinth,Waller,60617
4853,83178,83183,Fairfield,15135,588 Rocky Quail Round,3.0,4.0,Advance shipping,0.0,DEBIT,Rose,Petty,45014
4854,83179,83184,Fort Lauderdale,12841,7349 Silent Isle ,4.0,4.0,Shipping on time,0.0,DEBIT,Jorden,Hess,33313
4855,83180,83185,Lawton,15097,3910 Clear Walk,5.0,4.0,Late delivery,1.0,DEBIT,Venus,Randolph,73505
4856,83181,83186,Chicago,15042,2690 Cozy Autumn Parade,5.0,4.0,Late delivery,1.0,DEBIT,Dorothy,Bennett,60657
4857,83182,83187,Fremont,12948,404 Red Acres ,6.0,4.0,Late delivery,1.0,DEBIT,Kay,Carr,94539
4858,83183,83188,Greeley,12930,7168 Indian Circuit ,3.0,4.0,Advance shipping,0.0,DEBIT,Maryam,Mccarty,80631
4859,83184,83189,San Ramon,12857,7360 Dewy Island Bank,5.0,4.0,Late delivery,1.0,DEBIT,Genevieve,Stevenson,94583
4860,83185,83190,Brooklyn,12893,9274 Misty Hollow ,6.0,4.0,Late delivery,1.0,DEBIT,Tamara,Chapman,11230
4861,83186,83191,Apopka,14951,5437 Red Berry Canyon,4.0,4.0,Shipping on time,0.0,DEBIT,Madonna,Solomon,32703
4862,83187,83192,Memphis,15004,3544 Fallen Mount,2.0,4.0,Advance shipping,0.0,DEBIT,Delilah,Tate,38127
4863,83188,83193,Costa Mesa,15039,9657 Red Willow Hill,2.0,4.0,Advance shipping,0.0,DEBIT,Irma,Barnett,92626
4864,83189,83194,Allentown,15093,3387 Hazy Timber Path,6.0,4.0,Late delivery,1.0,DEBIT,Fay,Cooley,18103
4865,83190,83195,Porterville,15037,8010 Sunny Pointe,5.0,4.0,Late delivery,1.0,DEBIT,Cleo,Schneider,93257
4866,83191,83196,New York,12853,1690 Dusty Mount ,6.0,4.0,Late delivery,1.0,DEBIT,Lilah,Pierce,10024
4867,83192,83197,San Diego,12851,3983 Golden By-pass ,4.0,4.0,Shipping on time,0.0,DEBIT,Lilah,Berry,92113
4868,83193,83198,Cincinnati,14185,2452 Merry Beacon Point,3.0,4.0,Advance shipping,0.0,DEBIT,Brianna,Black,45238
4869,83194,83199,New York,13400,7505 Silent Spring Acres,3.0,4.0,Advance shipping,0.0,DEBIT,Maggie,Singleton,10027
4870,83195,83200,Burnsville,14183,7494 Amber Extension,6.0,4.0,Late delivery,1.0,DEBIT,Jolie,Valentine,55337
4871,83196,83201,Anaheim,13057,2484 Stony Lagoon Corners,5.0,4.0,Late delivery,1.0,DEBIT,Irma,Sherman,92802
4872,83197,83202,Tucson,13379,4791 Rocky Front ,2.0,4.0,Advance shipping,0.0,DEBIT,Kathleen,Dominguez,85706
4873,83198,83203,Norcross,14518,8233 Grand Beacon Boulevard,6.0,4.0,Late delivery,1.0,DEBIT,Martina,House,30093
4874,83199,83204,Lawton,13195,3665 Tawny Knoll ,3.0,4.0,Advance shipping,0.0,DEBIT,Sybill,Murphy,73505
4875,83200,83205,Phoenix,14103,3683 Silent Cove,6.0,4.0,Late delivery,1.0,DEBIT,Moana,Waters,85035
4876,83201,83206,Salem,14391,5259 Pleasant Goose Orchard,4.0,4.0,Shipping on time,0.0,DEBIT,Danielle,Briggs,97301
4877,83236,83241,Carlsbad,12777,141 Dewy Plaza ,5.0,4.0,Late delivery,1.0,DEBIT,Alma,Kirk,92009
4878,83238,83243,Santa Ana,14038,9757 Cozy Freeway,6.0,4.0,Late delivery,1.0,DEBIT,Sophia,Goodwin,92704
4879,83253,83258,Dallas,13838,2351 Hidden Pike,6.0,4.0,Late delivery,1.0,DEBIT,Rachel,Garcia,75217
4880,83270,83275,Palo Alto,13890,1469 Iron Rise Circle,3.0,4.0,Advance shipping,0.0,DEBIT,Karleigh,Bryant,94303
4881,83275,83280,Detroit,13655,9725 Cotton Forest,3.0,4.0,Advance shipping,0.0,DEBIT,Iola,Sandoval,48205
4882,83294,83299,Las Vegas,13651,7868 Iron Fawn Mall,4.0,4.0,Shipping on time,0.0,DEBIT,Emma,Pollard,89123
4883,83308,83313,Stockton,13793,5332 Iron Deer Loop,6.0,4.0,Late delivery,1.0,DEBIT,Karly,Hays,95207
4884,83309,83314,Houston,14757,186 Iron Pond Byway,5.0,4.0,Late delivery,1.0,DEBIT,Naomi,Saunders,77084
4885,83319,83324,Hawthorne,13719,3225 Dusty Autumn Meadow,2.0,4.0,Advance shipping,0.0,DEBIT,Dahlia,Brock,90250
4886,83321,83326,Philadelphia,13953,2714 Dewy Bay,6.0,4.0,Late delivery,1.0,DEBIT,Moana,Lowe,19111
4887,83354,83359,Virginia Beach,8577,7360 Dewy Island Bank,2.0,4.0,Advance shipping,0.0,DEBIT,Mary,Smith,23455
4888,83423,83428,Atlanta,12524,7262 Cotton Arbor ,2.0,4.0,Advance shipping,0.0,DEBIT,Hiroko,Hood,30318
4889,83424,83429,Tempe,12663,6120 Cozy Ledge ,6.0,4.0,Late delivery,1.0,DEBIT,Michelle,Lowery,85283
4890,83425,83430,Bronx,12580,8289 Stony Thicket ,3.0,4.0,Advance shipping,0.0,DEBIT,Madison,Peterson,10462
4891,83426,83431,Columbus,12885,4647 Umber View Farms,3.0,4.0,Advance shipping,0.0,DEBIT,Olga,Downs,43228
4892,83427,83432,Lancaster,15083,1223 Iron Goose Bend,6.0,4.0,Late delivery,1.0,DEBIT,Veronica,Ellison,93536
4893,83428,83433,Phoenix,14973,4492 Lazy Grounds,6.0,4.0,Late delivery,1.0,DEBIT,Hope,Ballard,85033
4894,83429,83434,Eugene,12912,57 High Villas ,5.0,4.0,Late delivery,1.0,DEBIT,Renee,Barker,97405
4895,83430,83435,Cumberland,12833,1102 Misty Rabbit Alley,6.0,4.0,Late delivery,1.0,DEBIT,Moana,Hutchinson,21502
4896,83564,83569,Irwin,8092,3021 Red Robin Nook,4.0,4.0,Shipping on time,0.0,DEBIT,Mary,Smith,15642
4897,83590,83595,Dallas,9276,3431 Iron Range,4.0,4.0,Shipping on time,0.0,DEBIT,Mary,Smith,75243
4898,83601,83606,Buffalo,3183,7639 Silent Valley,6.0,4.0,Late delivery,1.0,DEBIT,Mary,Butler,14221
4899,83947,83952,Chicago,6920,6141 Burning Prairie Avenue,4.0,4.0,Shipping on time,0.0,DEBIT,Mary,Smith,60636
4900,84122,84127,Jacksonville,201,1822 Rustic Lane,4.0,4.0,Shipping on time,0.0,DEBIT,Mary,Grimes,32244
4901,84528,84533,Houston,4826,4232 Wishing Creek Campus,3.0,2.0,Late delivery,1.0,TRANSFER,Roy,Smith,77015
4902,84915,84920,Tulare,14624,657 Gentle Mountain Mall,2.0,4.0,Shipping canceled,0.0,TRANSFER,Lacota,Guerrero,93274
4903,84916,84921,San Marcos,14605,1701 Heather Acres,3.0,4.0,Shipping canceled,0.0,TRANSFER,Winifred,Sullivan,92069
4904,84917,84922,Dallas,14284,887 Tawny Campus,2.0,4.0,Shipping canceled,0.0,TRANSFER,Fay,Barrett,75243
4905,84918,84923,Virginia Beach,14211,4581 Umber Lake Pathway,4.0,4.0,Shipping canceled,0.0,TRANSFER,Gwendolyn,Hickman,23464
4906,84919,84924,Atlanta,14525,7121 Foggy Woods,3.0,4.0,Shipping canceled,0.0,TRANSFER,Kirby,Reeves,30331
4907,84930,84935,Saint Paul,13621,2351 Hidden Pike,4.0,4.0,Shipping canceled,0.0,TRANSFER,Nadine,Romero,55112
4908,84968,84973,Los Angeles,14399,9505 Broad Timber Highlands,2.0,4.0,Advance shipping,0.0,TRANSFER,Patience,Zamora,90019
4909,84969,84974,Rego Park,14381,636 Middle Mountain Farms,4.0,4.0,Shipping on time,0.0,TRANSFER,Cherokee,Wiley,11374
4910,84970,84975,El Monte,14090,2916 Velvet Trace,3.0,4.0,Advance shipping,0.0,TRANSFER,Selma,Melton,91732
4911,84971,84976,Sunnyvale,13197,2704 Colonial Barn Nook,5.0,4.0,Late delivery,1.0,TRANSFER,Brenna,Duncan,94087
4912,84972,84977,Brooklyn,14459,5372 Heather Anchor Canyon,2.0,4.0,Advance shipping,0.0,TRANSFER,Kimberly,Kelly,11206
4913,84973,84978,Lancaster,14439,3399 Little Dale,2.0,4.0,Advance shipping,0.0,TRANSFER,Roary,Barlow,17603
4914,84974,84979,New York,13263,5505 Grand Cloud Farm,6.0,4.0,Late delivery,1.0,TRANSFER,Hedda,Sloan,10031
4915,84975,84980,Fullerton,14546,263 Harvest Wood,4.0,4.0,Shipping on time,0.0,TRANSFER,Fay,Duran,92833
4916,84976,84981,Pittsfield,13424,9413 Misty Harbour ,2.0,4.0,Advance shipping,0.0,TRANSFER,Medge,Mckee,1201
4917,84977,84982,Detroit,13028,7284 Clear Brook Field,6.0,4.0,Late delivery,1.0,TRANSFER,Basia,Rowland,48235
4918,84978,84983,Broken Arrow,13351,9022 Foggy Dell ,4.0,4.0,Shipping on time,0.0,TRANSFER,Wynter,Baird,74012
4919,84979,84984,Bronx,13350,2043 Tawny Shadow Orchard,3.0,4.0,Advance shipping,0.0,TRANSFER,Orli,Young,10458
4920,84980,84985,Hayward,13493,1981 Thunder Zephyr Edge,6.0,4.0,Late delivery,1.0,TRANSFER,Kim,Figueroa,94544
4921,84981,84986,Clearfield,14416,2743 Velvet Timber Carrefour,4.0,4.0,Shipping on time,0.0,TRANSFER,Felicia,Velasquez,84015
4922,84982,84987,Florissant,14667,2893 Cotton Promenade,5.0,4.0,Late delivery,1.0,TRANSFER,Sybill,Roy,63033
4923,84983,84988,Las Vegas,13348,6886 Cotton Promenade ,6.0,4.0,Late delivery,1.0,TRANSFER,Kim,Ashley,89119
4924,85004,85009,Enfield,1253,9334 Grand Fox Parkway,3.0,4.0,Advance shipping,0.0,TRANSFER,Alice,Smith,6082
4925,85005,85010,Mesa,13860,4063 Cinder Cloud Farm,3.0,4.0,Advance shipping,0.0,TRANSFER,Brenda,Ruiz,85204
4926,85008,85013,Pico Rivera,12760,690 Amber Moor ,3.0,4.0,Advance shipping,0.0,TRANSFER,Imani,Horton,90660
4927,85018,85023,Bronx,13588,3204 Clear Parade,6.0,4.0,Late delivery,1.0,TRANSFER,Rhoda,French,10456
4928,85031,85036,Dallas,12811,7427 Bright Robin Landing,4.0,4.0,Shipping on time,0.0,TRANSFER,Xyla,Mckinney,75220
4929,85032,85037,Encinitas,13784,5514 Lost Walk,2.0,4.0,Advance shipping,0.0,TRANSFER,Aileen,Gilbert,92024
4930,85037,85042,Alameda,13963,6267 Rustic Fox Swale,6.0,4.0,Late delivery,1.0,TRANSFER,Bertha,Miles,94501
4931,85043,85048,Brooklyn,13908,4170 Rocky Island Route,6.0,4.0,Late delivery,1.0,TRANSFER,Keelie,Robertson,11201
4932,85048,85053,Phoenix,13619,7291 Shady Nectar Cape,2.0,4.0,Advance shipping,0.0,TRANSFER,Zelda,Rasmussen,85029
4933,85053,85058,Modesto,12825,1870 Crystal Blossom Towers,3.0,4.0,Advance shipping,0.0,TRANSFER,Patience,Tyson,95351
4934,85057,85062,Springfield,14816,2541 Velvet Forest Wynd,4.0,4.0,Shipping on time,0.0,TRANSFER,Deanna,Kinney,65807
4935,85064,85069,Chicago,14707,4464 Rocky Horse Harbour,5.0,4.0,Late delivery,1.0,TRANSFER,Lara,Roman,60632
4936,85074,85079,Chicago,13849,6830 Wishing Bluff Nook,2.0,4.0,Advance shipping,0.0,TRANSFER,Pandora,Shepherd,60628
4937,85096,85101,Conway,13774,3428 Broad Corners,2.0,4.0,Advance shipping,0.0,TRANSFER,Skyler,Bryan,72032
4938,85099,85104,Los Angeles,13647,4645 Fallen Timber By-pass,5.0,4.0,Late delivery,1.0,TRANSFER,Grace,Waller,90016
4939,85103,85108,Opelousas,13790,5548 Tawny Embers Nook,3.0,4.0,Advance shipping,0.0,TRANSFER,Chantale,Charles,70570
4940,85215,85220,Citrus Heights,12593,7125 Silent Expressway ,6.0,4.0,Late delivery,1.0,TRANSFER,Hadassah,Gentry,95610
4941,85216,85221,Tampa,12520,6540 Emerald Turnabout ,3.0,4.0,Advance shipping,0.0,TRANSFER,Nora,Park,33624
4942,85217,85222,Strongsville,12484,1040 Hazy Timber Lookout,2.0,4.0,Advance shipping,0.0,TRANSFER,Lunea,Mcdonald,44136
4943,85218,85223,Detroit,12732,7370 Sleepy Way ,5.0,4.0,Late delivery,1.0,TRANSFER,Karina,Reeves,48213
4944,85219,85224,Antioch,12623,8771 Middle Quail Heath,6.0,4.0,Late delivery,1.0,TRANSFER,Ria,Maddox,94509
4945,85220,85225,Newark,12730,6030 Clear Log Close,3.0,4.0,Advance shipping,0.0,TRANSFER,Madeson,Berry,19711
4946,85221,85226,Methuen,12567,8632 Bright Route ,5.0,4.0,Late delivery,1.0,TRANSFER,Karleigh,Parsons,1844
4947,85222,85227,Hyattsville,12531,3587 Thunder Rise ,4.0,4.0,Shipping on time,0.0,TRANSFER,Morgan,Richardson,20783
4948,85223,85228,Jamaica,12709,8950 Thunder Fawn Farm,2.0,4.0,Advance shipping,0.0,TRANSFER,Blossom,Ramos,11435
4949,85224,85229,Apex,14947,122 Stony Quail Canyon,5.0,4.0,Late delivery,1.0,TRANSFER,Linda,Campbell,27502
4950,85225,85230,Clementon,14928,4863 Indian Lane,6.0,4.0,Late delivery,1.0,TRANSFER,Tamara,Kane,8021
4951,85226,85231,Scottsdale,12941,6281 Amber Autumn Hill,4.0,4.0,Shipping on time,0.0,TRANSFER,Lavinia,Wilkerson,85254
4952,85227,85232,Carson,14345,8270 Tawny Butterfly Inlet,3.0,4.0,Advance shipping,0.0,TRANSFER,Hedy,Hester,90745
4953,85228,85233,Raleigh,13525,2538 Sunny Beacon Vale,3.0,4.0,Advance shipping,0.0,TRANSFER,Rowan,Dorsey,27606
4954,85229,85234,Crystal Lake,14380,9929 Hidden Berry Campus,3.0,4.0,Advance shipping,0.0,TRANSFER,Odessa,Melendez,60014
4955,85230,85235,Frankfort,13521,45 Misty Brook Bend,4.0,4.0,Shipping on time,0.0,TRANSFER,Ila,Bond,40601
4956,85231,85236,Garden Grove,13413,7262 Emerald Boulevard ,6.0,4.0,Late delivery,1.0,TRANSFER,Tatiana,Lynn,92840
4957,85232,85237,Dubuque,13269,9188 Bright Crossing ,2.0,4.0,Advance shipping,0.0,TRANSFER,Gretchen,Durham,52001
4958,85233,85238,South Ozone Park,14215,3520 Hidden Circle,3.0,4.0,Advance shipping,0.0,TRANSFER,Christen,Bowen,11420
4959,85234,85239,Alpharetta,13088,6312 Noble Apple Woods,6.0,4.0,Late delivery,1.0,TRANSFER,Jillian,Vang,30022
4960,85235,85240,Detroit,14301,7559 Quiet Nectar Grounds,4.0,4.0,Shipping on time,0.0,TRANSFER,Mariam,Cross,48205
4961,85236,85241,Antioch,14246,5138 Quiet Via,4.0,4.0,Shipping on time,0.0,TRANSFER,Lareina,Ortiz,94509
4962,85237,85242,San Diego,14529,9079 Dewy Deer Harbour,2.0,4.0,Advance shipping,0.0,TRANSFER,Irma,Wooten,92117
4963,85238,85243,Norcross,13497,2146 Old Trace,5.0,4.0,Late delivery,1.0,TRANSFER,Ocean,Taylor,30093
4964,85239,85244,Honolulu,13226,5652 Thunder Crossing ,4.0,4.0,Shipping on time,0.0,TRANSFER,Audrey,Hoffman,96817
4965,85240,85245,Las Vegas,13280,2262 Green Wharf ,3.0,4.0,Advance shipping,0.0,TRANSFER,Maggie,Workman,89101
4966,85241,85246,Milwaukee,14295,7509 Harvest Highlands,3.0,4.0,Advance shipping,0.0,TRANSFER,Mercedes,Koch,53209
4967,85254,85259,Santa Cruz,14753,2929 Easy Barn Byway,6.0,4.0,Late delivery,1.0,TRANSFER,Roanna,Adkins,95060
4968,85257,85262,Stone Mountain,14879,8478 Foggy Log Nook,2.0,4.0,Advance shipping,0.0,TRANSFER,Lois,Daniel,30083
4969,85275,85280,Alhambra,14876,2717 Little Ledge,4.0,4.0,Shipping on time,0.0,TRANSFER,Anastasia,Moss,91801
4970,85281,85286,Wichita,13947,6826 Wishing Walk,5.0,4.0,Late delivery,1.0,TRANSFER,Britanney,Hooper,67212
4971,85290,85295,Westerville,14819,650 Quiet Spring Autoroute,2.0,4.0,Advance shipping,0.0,TRANSFER,Melyssa,Cotton,43081
4972,85294,85299,Mesa,12810,4062 Rocky Fox Limits,3.0,4.0,Advance shipping,0.0,TRANSFER,Destiny,Cooke,85204
4973,85301,85306,Union City,12809,7487 Silver Square ,2.0,4.0,Advance shipping,0.0,TRANSFER,Debra,Valenzuela,7087
4974,85318,85323,Miami,13618,5365 Tawny Apple Limits,6.0,4.0,Late delivery,1.0,TRANSFER,Veronica,Hayes,33147
4975,85319,85324,Houston,14852,569 Hazy Wynd,5.0,4.0,Late delivery,1.0,TRANSFER,Alfreda,Mathis,77088
4976,85331,85336,Modesto,12751,1846 Cotton Oak Parkway,4.0,4.0,Shipping on time,0.0,TRANSFER,Kelsie,Harrison,95350
4977,85338,85343,Methuen,13723,5717 Quiet Dell,6.0,4.0,Late delivery,1.0,TRANSFER,Patience,Castro,1844
4978,85350,85355,Chino Hills,13720,2024 Heather Village,3.0,4.0,Advance shipping,0.0,TRANSFER,Alika,Morales,91709
4979,85352,85357,Miami,13810,5505 Cinder Wagon Maze,3.0,4.0,Advance shipping,0.0,TRANSFER,Cassandra,Sanchez,33186
4980,85354,85359,Weslaco,13863,9650 Easy Autoroute,6.0,4.0,Late delivery,1.0,TRANSFER,Giselle,Santiago,78596
4981,85356,85361,Brooklyn,14863,4599 Merry Pointe,6.0,4.0,Late delivery,1.0,TRANSFER,Nichole,Cardenas,11236
4982,85364,85369,Fairfield,12817,3491 Indian Pony Edge,5.0,4.0,Late delivery,1.0,TRANSFER,Quail,Marshall,45014
4983,85365,85370,Virginia Beach,13808,4010 Stony Mountain Wood,6.0,4.0,Late delivery,1.0,TRANSFER,Whitney,Carpenter,23464
4984,85481,85486,Dearborn,12632,4179 Merry Wood ,5.0,4.0,Late delivery,1.0,TRANSFER,Fiona,Mccall,48126
4985,85482,85487,Modesto,12631,9363 Dusty Butterfly Extension,4.0,4.0,Shipping on time,0.0,TRANSFER,Moana,Patrick,95350
4986,85483,85488,Broken Arrow,12573,182 Bright Embers Cove,6.0,4.0,Late delivery,1.0,TRANSFER,Charissa,Nelson,74012
4987,85484,85489,Aurora,12566,9897 Sunny Via ,4.0,4.0,Shipping on time,0.0,TRANSFER,Sophia,Simpson,60504
4988,85485,85490,Harvey,15060,4135 Old Hickory Bend,3.0,4.0,Advance shipping,0.0,TRANSFER,Mia,Shields,60426
4989,85486,85491,Memphis,15132,1134 Heather Treasure Vale,5.0,4.0,Late delivery,1.0,TRANSFER,Gisela,Gray,38128
4990,85487,85492,Livermore,15041,4958 Shady Zephyr Gardens,4.0,4.0,Shipping on time,0.0,TRANSFER,Iris,Faulkner,94550
4991,85488,85493,Hialeah,12946,5420 Rocky Port ,4.0,4.0,Shipping on time,0.0,TRANSFER,Marah,Obrien,33010
4992,85489,85494,San Marcos,13022,1655 Little Bear Circle,5.0,4.0,Shipping canceled,0.0,TRANSFER,Constance,Gomez,78666
